clean_text,Sentiment
think would ever face zombie movie kinda real life grocery store shelf empty ppl tram ppl covering face mask best part road empty,2
covid might presenting online shopping platform greatest opportunity,2
coronavirus country president lowering airline price gas price free sick day work school amp le traffic president dont forget vote,0
collins food advises asx kfc staff member contracted covid stock afternoon,1
grocery store reminds college bar last call picking slim nobody want go home empty handed,0
consumer reminder tip need push shove access hand soap section go three isle dishwashing soap section buy product le let smart stay calm,2
went shopping today part town supermarket lot se asian people living nearby obvs using shop racism ingnrance heard witnessed byproduct bullshit handle,0
work retail understand people need food something going b done everyone store young old need look staff health aswell public,1
sporting event broadway show school getting closed travel restricted fill time shopping online,0
ran spent another stuff might might not need grocery store,1
news intolerable amp scandalous increase price surgical mask amazonin flipkart time fighting together amazonin flipkart please restrain seller malign buisness drharshvardhan mohfw india,0
impact fall price crisis short term consider dip opportunity buy know read article equity desk arjungn skrishnakumar ajitnarasimhan md sundarammf,0
addition health care professional shout grocery store worker working non stop,2
grocery store morning surprisingly crowded meat chicken beef pork got toilet paper though totally worth th,0
went grocery store earlier expected toilet paper aisle barren water aisle nobody need pallet gross anything use common sense people,0
intense grocery store line new york city amp elsewhere people prepare could long stretch home global pandemic affected various aspect life u reveals unique nature crisis,0
