OriginalTweet,clean_text,Sentiment,length
"I walked into a supermarket today, some ppl laughed because I was wearing a mask, few men called me corona with flirty ugly words. 
After leaving the Cashier I had this look that cersei gave after Âthe mountain and septaÂ scene .
Yeah bitchs, you will see. #Corona #Covid_19 #Got",walked supermarket today ppl laughed wearing mask men called corona flirty ugly word leaving cashier look cersei gave mountain septum scene yeah bitch see,2,154
"Hey everyone, donÂt forget to check your pets food supply and if youÂre running low to buy some soon just in case retail stores are starting to shut down from COVID-19. We can survive off instant ramen and crackers, but our pets canÂt! And DONT panic buy it all out of stock ffs?",hey everyone forget check pet food supply running low buy soon case retail store starting shut covid survive instant ramen cracker pet dont panic buy stock ffs,0,159
"While praising all hospital and front line emergency staff during this pandemic, letÂs not forget all the supermarket staff who have now been thrust on to the frontline on minimum wage, a move they never expected their position to take #vitalfoodsupplies #Covid_19 @sweetpmac",praising hospital front line emergency staff pandemic let not forget supermarket staff thrust frontline minimum wage move never expected position take sweetpmac,2,160
"Families need support NOW. @LVEJO joins others to demand rent freeze, evictions +foreclosures moratorium, emergency food distribution +housing $, paid sick + fam leave, &amp; expanded unemployment +insurance coverage, an immediate end to ICE activities, +more. #coronavirus #COVID19",family need support lvejo join others demand rent freeze eviction foreclosure moratorium emergency food distribution housing paid sick fam leave amp expanded unemployment insurance coverage immediate end ice activity,0,216
"No #HandSanitizers in big name brand stores, they haven't had hand sanitizers for 5 days now, one store a delivery of only 30?

GovernmentNeed2StepIn
#Coronavirus #Retail
#London",big name brand store hand sanitizers day one store delivery governmentneed stepin,2,81
"On my way home, the grocery store parking lots looked like the day before Thanksgiving, and Walmart/Target looked like Black Friday. This #panicbuying is ludicrous. The victims here are those who may not be able to get to the store, likely some of the most at risk from #Covid_19",way home grocery store parking lot looked like day thanksgiving walmart target looked like black friday ludicrous victim may not able get store likely risk,0,155
"Real Canadian Superstore online shopping also down. Guess itÂs not me, as COVID-19 strikes again.",real canadian superstore online shopping also guess not covid strike,0,68
"Hey parents, if youÂre gonna take your kid out of school because of #coronapocalypse then maybe donÂt take them to the super busy grocery store. Kinda defeats the purpose #Covid_19 #FridayThe13th",hey parent gonna take kid school maybe take super busy grocery store kinda defeat purpose th,2,92
"While people will continue to experience every-day legal problems, as the #COVID_19 impacts start to be felt, we anticipate an increase in the experience of employment, consumer, insurance and health law problems",people continue experience every day legal problem impact start felt anticipate increase experience employment consumer insurance health law problem,0,148
"I think we are going to see quite significant shortages in the next few months. Prices are gonna go up and we'll have higher unemployment. For fresh grad out there, labour market is not in the good condition rn. You might find it tougher to get in #Covid_19",think going see quite significant shortage next month price gonna go higher unemployment fresh grad labour market not good condition rn might find tougher get,0,158
My grocery store last night. Photo courtesy of a friend. IÂm not partaking in the madness. I could end up feeding my family off whatÂs in our cupboards and freezer... and that could be interesting. #Covid_19 https://t.co/5MuU0TToyi,grocery store last night photo courtesy friend not partaking madness could end feeding family cupboard freezer could interesting,2,128
"With the current World crisis around Covid-19, affecting both the social &amp; economic spheres ?
Prices of day to day commodities especially food almost doubling or totally out of stock, wouldn't it be better for us to stock enough supplies of such commodities Especially food now? https://t.co/CxBGMlIkZV",current world crisis around covid affecting social amp economic sphere price day day commodity especially food almost doubling totally stock better u stock enough supply commodity especially food,0,195
"@SteveScalise @HouseGOP Fucking liar. Helping out the stock market and banks does not fucking help working class people- paid sick leave, free COVID-19 testing and treatment, stopping evictions/loan payments, and expanding (rather than reducing) food stam",stevescalise housegop fucking liar helping stock market bank not fucking help working class people paid sick leave free covid testing treatment stopping eviction loan payment expanding rather reducing food stam,0,210
"all my canada peeps they finna close the border, stock up now! prices at stores finna skyrocket... so if you wanna panic about anything itÂs that and nows the time! stay blessed ??? #Covid_19 #coronapocalypse #coronavirus",canada peep finna close border stock price store finna skyrocket wanna panic anything now time stay blessed,2,107
Please PLEASE remember while your stockpiling supplies for yourself to stock up on pet food and pet supplies. Seems like many people are overlooking their fur babies on their doomsday shopping lists!! #Covid_19,please please remember stockpiling supply stock pet food pet supply seems like many people overlooking fur baby doomsday shopping list,2,134
"Working in a supermarket right now is like the day before Thanksgiving and prep for a Blizzard (w/o the snow) with half the help for the last 4 days. Co-worker said this is the craziest since Superstorm Sandy in 2012. And itÂs Friday the 13th, FML? #Covid_19 #FridayThe13th #help",working supermarket right like day thanksgiving prep blizzard w snow half help last day co worker said craziest since superstorm sandy friday th fml th,2,151
"According to @dmsgrp and @eMarketer, #Coronavirus May Shift Older Generations To Online Shopping https://t.co/8MGWdu6Hxn #Retail https://t.co/UYJGtkMyYV",according dmsgrp emarketer may shift older generation online shopping,1,69
DonÂt forget to stock up on extra food for your babies during this time!!! #Covid_19 #CoronaAlert #CoronaOutbreak #Corona https://t.co/6roxWPIcft,forget stock extra food baby time,0,33
"We may not have any toilet paper in our house, but thankfully my husband stocked up on other essentials in a late night supermarket run yesterday ?????

#COVID #Covid_19 https://t.co/1EjfpHpLOo",may not toilet paper house thankfully husband stocked essential late night supermarket run yesterday,2,100
Tip your baggers and cashiers!!!! My fiancÃ© worked at a grocery store for a few months. The pay is LOW and the stress they are dealing with right now is HIGH. Please consider tipping them!! The random tips he got as a cashier helped immensely with bills. #Covid_19 #panicbuying,tip bagger cashier fianc worked grocery store month pay low stress dealing right high please consider tipping random tip got cashier helped immensely bill,0,154
#Hoarding #coronavirus People who stock pile food and essential items at this time are no better than the people who locked the poor in the hold on the Titanic. Only buy what you need - then they'll be enough for everyone so all will survive for when common sense gets here.,people stock pile food essential item time better people locked poor hold titanic buy need enough everyone survive common sense get,0,131
?Soap is actually amazing ? ?? is the reassuring science on why washing your hands is the enemy of #Covid_19 Â-basically if anti-bac has ran out at the supermarket donÂt panic ??if youÂve still got soap ? (ps - ????to the increase of rational scientists on twitter) https://t.co/89c4SuUcJN,soap actually amazing reassuring science washing hand enemy basically anti bac ran supermarket panic still got soap p increase rational scientist twitter,0,153
